username,num_of_stars,review,time
Terrisjp2112,5,[This review was collected as part of a promotion.] I love this jacket. It fits true-to-size and very flattering. Love it!!,5 years ago
Watty,5,"[This review was collected as part of a promotion.] I bought this jacket as a present for my sister when she moved to a rainy state. She was so impressed that the rain beaded up on the jacket and rolled right of, she said “I’ve never had a truely rainproof jacket until now”. This jacket is now her every day jacket and is easy to wear over anything. She did recommend that if you want to wear more than one sweatshirt underneath that you should size up. It is a thin shell jacket with a mesh lining so your skin doesn’t touch the slick rainproof material, which is really nice if you’re wearing short sleeves and start to sweat.",5 years ago
Redjacket,5,[This review was collected as part of a promotion.] Love it. Very pretty and comfortable,5 years ago
PennStateatNCSea,5,"I bought 3 to compare and this one was the BEST! Flexible outer shell and mesh lining. Lightweight, but warm and thin enough for every day but NOT enough room for sweater underneath. Had to return and order 1 size larger just to wear alone and be comfy and to be long enough in the back. More like a teenage look if tighter, wanted it loose fitting-may even do 2 sizes bigger. Totally waterproof!! And the Dynasty blue is so pretty! My teenage daughters want the same color!! It is a lighter, brighter, navy blue, yet not too light so still makes me look thinner!I personally don't like the flap over the zipper, but on this coat, that is what makes it waterproof in front. Sale price is amazing for this coat!",5 years ago
WVUfan14,5,"[This review was collected as part of a promotion.] I bought this for my mom for Christmas because she requested a lightweight rain jacket. I ordered her a size up so she could wear a heavy layer underneath, if needed. The light purple color was beautiful. I would recommend to others. Even considering getting one for myself!",5 years ago
Sjincal,5,"[This review was collected as part of a promotion.] This is the best “winter” jacket for Southern California. It’s been down in the 40’s and 50’s which is not cold enough for the parka, but perfect for my Arcadia II. I love the plum color, it goes with just about everything. This jacket will get me through what little rain we get here and keep me comfortable through most of our cooler days in fall, winter, and spring. It’s light enough to go anywhere.",5 years ago
Mawmawlulu,5,[This review was collected as part of a promotion.] My go to jacket. Loves this jacket for the rain or to layer with a vest on a colder snowy day.,5 years ago
Chico310,5,[This review was collected as part of a promotion.] Bought this as a gift for my girlfriend and it fits great. She loves it. Comfortable and looks great.,5 years ago
ChuckBar,5,"[This review was collected as part of a promotion.] Love the color and quality, fits nice and looks nice .",5 years ago
MRGD,5,[This review was collected as part of a promotion.] Great raincoat in a great color.,5 years ago
BilboB,5,[This review was collected as part of a promotion.] The fit and finish of this jacket are outstanding considering the price. Absolutely water tight! A great value in outer wear.,5 years ago
KCNYC,5,"[This review was collected as part of a promotion.] I wanted something that is light, folds small and waterproof. This jacket fits the bill. I wish they had a longer option - one that comes to mid-thigh.",5 years ago
